CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Location 1,Premise,crimeCaseNumber,Total Incidents
ordinal,ordinal,nominal,nominal,nominal,nominal,nominal,nominal,nominal,nominal,nominal,ratio,ratio,vector2,nominal,ratio,ratio
06/27/2018,9:00:00,6C,100 N WOLFE ST,LARCENY,I,,212,SOUTHEASTERN,Washington Hill,-76.59053,39.29323,"(39.29323, -76.59053)",OTHER - IN,,1
06/27/2018,9:00:00,6C,100 N WOLFE ST,LARCENY,I,,212,SOUTHEASTERN,Washington Hill,-76.59053,39.29323,"(39.29323, -76.59053)",OTHER - IN,,1
06/27/2018,9:00:00,6E,600 CHERATON RD,LARCENY,,,922,SOUTHERN,Cherry Hill,-76.62323,39.2519,"(39.2519, -76.62323)",,,1
06/27/2018,9:00:00,6F,900 S CONKLING ST,LARCENY,O,,233,SOUTHEASTERN,Brewers Hill,-76.56685,39.2824,"(39.2824, -76.56685)",YARD,,1
06/27/2018,8:45:00,6J,300 N FRANKLINTOWN RD,LARCENY,O,,842,SOUTHWESTERN,Penrose/Fayette Street Ou,-76.66194,39.29239,"(39.29239, -76.66194)",YARD,,1
06/27/2018,8:30:00,6D,700 WOODBOURNE AVE,LARCENY FROM AUTO,O,,524,NORTHERN,Woodbourne-McCabe,-76.60518,39.35497,"(39.35497, -76.60518)",PARKING LO,,1
06/27/2018,7:45:00,3K,3900 CLARKS LN,ROBBERY - RESIDENCE,,,632,NORTHWESTERN,Glen,-76.70353,39.35941,"(39.35941, -76.70353)",,,1
06/27/2018,7:00:00,6D,2700 REISTERSTOWN RD,LARCENY FROM AUTO,O,,611,NORTHWESTERN,Liberty Square,-76.65284,39.31874,"(39.31874, -76.65284)",STREET,,1
06/27/2018,6:30:00,6E,3900 WOODRIDGE RD,LARCENY,O,,844,SOUTHWESTERN,Edmondson Village,-76.68219,39.29715,"(39.29715, -76.68219)",STREET,,1
06/27/2018,5:32:00,4E,FAYETTE ST & N PRESIDENT ST,COMMON ASSAULT,,,111,CENTRAL,Downtown,-76.60666,39.29062,"(39.29062, -76.60666)",,,1
06/27/2018,5:30:00,4E,2600 N HOWARD ST,COMMON ASSAULT,O,,511,NORTHERN,Remington,-76.61987,39.31949,"(39.31949, -76.61987)",STREET,,1
06/27/2018,5:09:00,3CK,2500 LIBERTY HEIGHTS AVE,ROBBERY - COMMERCIAL,,KNIFE,611,NORTHWESTERN,Liberty Square,-76.6559,39.31947,"(39.31947, -76.6559)",,,1
06/27/2018,4:20:00,3AF,AV & BELAIR RD,ROBBERY - STREET,O,FIREARM,434,NORTHEASTERN,Belair-Edison,-76.57372,39.32156,"(39.32156, -76.57372)",STREET,,1
06/27/2018,2:33:00,4C,1300 W LOMBARD ST,AGG. ASSAULT,,OTHER,933,SOUTHERN,Union Square,-76.63834,39.28657,"(39.28657, -76.63834)",,,1
06/27/2018,2:33:00,4C,1300 W LOMBARD ST,AGG. ASSAULT,,OTHER,933,SOUTHERN,Union Square,-76.63834,39.28657,"(39.28657, -76.63834)",,,1
06/27/2018,2:33:00,4E,1300 W LOMBARD ST,COMMON ASSAULT,I,,933,SOUTHERN,Union Square,-76.63834,39.28657,"(39.28657, -76.63834)",ROW/TOWNHO,,1
06/27/2018,2:20:00,6D,800 W LEXINGTON ST,LARCENY FROM AUTO,O,,712,WESTERN,Poppleton,-76.6308,39.29112,"(39.29112, -76.6308)",STREET,,1
06/27/2018,2:20:00,6E,200 WASHBURN AVE,LARCENY,O,,913,SOUTHERN,Brooklyn,-76.60866,39.23582,"(39.23582, -76.60866)",STREET,,1
06/27/2018,2:20:00,7A,200 WASHBURN AVE,AUTO THEFT,O,,913,SOUTHERN,Brooklyn,-76.60866,39.23582,"(39.23582, -76.60866)",STREET,,1
06/27/2018,2:00:00,4B,4600 PIMLICO RD,AGG. ASSAULT,I,KNIFE,614,NORTHWESTERN,Central Park Heights,-76.66793,39.34406,"(39.34406, -76.66793)",ROW/TOWNHO,,1
06/27/2018,2:00:00,6D,2300 WICHITA AVE,LARCENY FROM AUTO,O,,611,NORTHWESTERN,Liberty Square,-76.65645,39.32232,"(39.32232, -76.65645)",STREET,,1
06/27/2018,1:55:00,3AF,3000 MARDEL AVE,ROBBERY - STREET,O,FIREARM,923,SOUTHERN,Lakeland,-76.65403,39.25586,"(39.25586, -76.65403)",STREET,,1
06/27/2018,1:32:14,2A,2500 W PATAPSCO AVE,RAPE,I,OTHER,923,SOUTHERN,Lakeland,-76.65192,39.25276,"(39.25276, -76.65192)",APT/CONDO,,1
06/27/2018,0:36:00,4E,1500 E COLD SPRING LN,COMMON ASSAULT,I,,412,NORTHEASTERN,Hillen,-76.59044,39.34594,"(39.34594, -76.59044)",ROW/TOWNHO,,1
06/27/2018,0:29:00,3JF,4200 SPRINGDALE AVE,ROBBERY - RESIDENCE,,FIREARM,621,NORTHWESTERN,Central Forest Park,-76.69013,39.32702,"(39.32702, -76.69013)",,,1
06/27/2018,0:20:00,6C,AV & W 36TH ST,LARCENY,I,,531,NORTHERN,Hampden,-76.63265,39.33109,"(39.33109, -76.63265)",CONVENIENC,,1
06/27/2018,0:07:00,7A,5300 HOLDER AVE,AUTO THEFT,O,,426,NORTHEASTERN,Waltherson,-76.55775,39.34651,"(39.34651, -76.55775)",STREET,,1
06/27/2018,0:00:00,5D,1300 E NORTHERN PKWY,BURGLARY,,,414,NORTHEASTERN,Idlewood,-76.59053,39.36659,"(39.36659, -76.59053)",,,1
06/27/2018,0:00:00,6D,ELLWOOD AV & E FAIRMOUNT AV,LARCENY FROM AUTO,O,,222,SOUTHEASTERN,Patterson Park Neighborho,-76.57341,39.29345,"(39.29345, -76.57341)",YARD,,1
06/26/2018,23:51:00,4A,1600 ORLEANS ST,AGG. ASSAULT,,FIREARM,321,EASTERN,Dunbar-Broadway,-76.59575,39.29526,"(39.29526, -76.59575)",,,1
06/26/2018,23:48:00,4E,1100 PENNSYLVANIA AVE,COMMON ASSAULT,I,,123,CENTRAL,Upton,-76.62901,39.29895,"(39.29895, -76.62901)",RETAIL/SMA,,1
06/26/2018,23:45:00,7A,1800 N SMALLWOOD ST,AUTO THEFT,O,,723,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65269,39.30871,"(39.30871, -76.65269)",STREET,,1
06/26/2018,23:30:00,6C,2200 N HOWARD ST,LARCENY,O,,514,NORTHERN,Old Goucher,-76.61946,39.31433,"(39.31433, -76.61946)",OTHER - OU,,1
06/26/2018,22:51:00,9S,900 E 41ST ST,SHOOTING,,FIREARM,542,NORTHERN,Pen Lucy,-76.60354,39.33982,"(39.33982, -76.60354)",Street,,1
06/26/2018,22:54:00,4A,900 E 41ST ST,AGG. ASSAULT,I,FIREARM,542,NORTHERN,Pen Lucy,-76.60354,39.33982,"(39.33982, -76.60354)",HOSP/NURS.,,1
06/26/2018,22:43:00,4E,800 N FULTON AVE,COMMON ASSAULT,I,,722,WESTERN,Harlem Park,-76.64586,39.29811,"(39.29811, -76.64586)",APT/CONDO,,1
06/26/2018,22:40:00,4C,2800 OVERLAND AVE,AGG. ASSAULT,I,OTHER,421,NORTHEASTERN,Lauraville,-76.57716,39.34183,"(39.34183, -76.57716)",ROW/TOWNHO,,1
06/26/2018,22:40:00,4C,2800 OVERLAND AVE,AGG. ASSAULT,I,OTHER,421,NORTHEASTERN,Lauraville,-76.57716,39.34183,"(39.34183, -76.57716)",ROW/TOWNHO,,1
06/26/2018,22:40:00,4E,2900 W COLD SPRING LN,COMMON ASSAULT,I,,613,NORTHWESTERN,Towanda-Grantley,-76.6703,39.33801,"(39.33801, -76.6703)",APT/CONDO,,1
06/26/2018,22:40:00,4E,2900 W COLD SPRING LN,COMMON ASSAULT,I,,613,NORTHWESTERN,Towanda-Grantley,-76.6703,39.33801,"(39.33801, -76.6703)",APT/CONDO,,1
06/26/2018,22:15:00,4E,4000 6TH ST,COMMON ASSAULT,O,,913,SOUTHERN,Brooklyn,-76.60349,39.23147,"(39.23147, -76.60349)",STREET,,1
06/26/2018,22:00:00,6E,1400 E FAYETTE ST,LARCENY,O,,212,SOUTHEASTERN,Dunbar-Broadway,-76.5986,39.29286,"(39.29286, -76.5986)",PARKING LO,,1
06/26/2018,21:50:00,6D,AV & EDISON HY,LARCENY FROM AUTO,O,,434,NORTHEASTERN,Belair-Edison,-76.57243,39.31862,"(39.31862, -76.57243)",STREET,,1
06/26/2018,21:30:00,4E,2300 ROUND RD,COMMON ASSAULT,O,,922,SOUTHERN,Cherry Hill,-76.62643,39.25334,"(39.25334, -76.62643)",PARKING LO,,1
06/26/2018,21:30:00,4E,1000 FAWN ST,COMMON ASSAULT,O,,211,SOUTHEASTERN,Little Italy,-76.60072,39.28674,"(39.28674, -76.60072)",STREET,,1
06/26/2018,21:20:00,6C,2700 WASHINGTON BLVD,LARCENY,I,,831,SOUTHWESTERN,Morrell Park,-76.65493,39.26449,"(39.26449, -76.65493)",CONVENIENC,,1
06/26/2018,21:00:00,5A,700 N PATTERSON PARK AVE,BURGLARY,I,,321,EASTERN,Middle East,-76.5852,39.29929,"(39.29929, -76.5852)",VACANT BUI,,1
06/26/2018,21:00:00,7A,3800 YOLANDO RD,AUTO THEFT,O,,412,NORTHEASTERN,Ednor Gardens-Lakeside,-76.60024,39.33443,"(39.33443, -76.60024)",STREET,,1
06/26/2018,20:45:00,6E,4000 6TH ST,LARCENY,O,,913,SOUTHERN,Brooklyn,-76.6037,39.2319,"(39.2319, -76.6037)",STREET,,1
06/26/2018,20:40:00,3AJF,1000 VINE ST,ROBBERY - CARJACKING,O,FIREARM,712,WESTERN,Poppleton,-76.63477,39.29044,"(39.29044, -76.63477)",STREET,,1
06/26/2018,20:20:00,6D,AV & ST MARY ST,LARCENY FROM AUTO,,,143,CENTRAL,Seton Hill,-76.62508,39.29576,"(39.29576, -76.62508)",,,1
06/26/2018,20:15:00,6D,1300 GUILFORD AVE,LARCENY FROM AUTO,,,141,CENTRAL,Mid-Town Belvedere,-76.61203,39.30471,"(39.30471, -76.61203)",,,1
06/26/2018,20:00:00,5D,4600 HARFORD RD,BURGLARY,I,,422,NORTHEASTERN,Beverly Hills,-76.56935,39.34262,"(39.34262, -76.56935)",LIQUOR STO,,1
06/26/2018,20:00:00,6D,0 S PACA ST,LARCENY FROM AUTO,,,121,CENTRAL,University Of Maryland,-76.62225,39.28833,"(39.28833, -76.62225)",,,1
06/26/2018,20:00:00,6D,4100 NEWBERN AVE,LARCENY FROM AUTO,,,623,NORTHWESTERN,Woodmere,-76.68882,39.34538,"(39.34538, -76.68882)",,,1
06/26/2018,20:00:00,6E,3200 FERNDALE AVE,LARCENY,O,,622,NORTHWESTERN,Howard Park,-76.70332,39.32877,"(39.32877, -76.70332)",STREET,,1
06/26/2018,19:55:00,5A,5600 MAYVIEW AVE,BURGLARY,I,,444,NORTHEASTERN,Frankford,-76.54155,39.33509,"(39.33509, -76.54155)",ROW/TOWNHO,,1
06/26/2018,19:45:00,6E,CONKLING ST & CLAREMONT ST,LARCENY,O,,231,SOUTHEASTERN,Highlandtown,-76.56734,39.28946,"(39.28946, -76.56734)",STREET,,1
06/26/2018,19:30:00,6D,3500 S HANOVER ST,LARCENY FROM AUTO,O,,912,SOUTHERN,Brooklyn,-76.60913,39.23942,"(39.23942, -76.60913)",STREET,,1
06/26/2018,19:15:00,6G,3500 BOSTON ST,LARCENY,,,232,SOUTHEASTERN,Canton,-76.56734,39.27719,"(39.27719, -76.56734)",,,1
06/26/2018,19:08:00,4D,0 N CHARLES ST,AGG. ASSAULT,I,HANDS,111,CENTRAL,Downtown,-76.61515,39.29012,"(39.29012, -76.61515)",OTHER - IN,,1
06/26/2018,19:08:00,4E,0 N CHARLES ST,COMMON ASSAULT,O,,111,CENTRAL,Downtown,-76.61515,39.29012,"(39.29012, -76.61515)",STREET,,1
06/26/2018,19:05:00,3AF,300 S BEECHFIELD AVE,ROBBERY - STREET,O,FIREARM,833,SOUTHWESTERN,Yale Heights,-76.69401,39.28082,"(39.28082, -76.69401)",PARKING LO,,1
06/26/2018,19:00:00,4E,4100 DORIS AVE,COMMON ASSAULT,O,,913,SOUTHERN,Brooklyn,-76.60327,39.22941,"(39.22941, -76.60327)",STREET,,1
06/26/2018,19:00:00,6D,4700 EUGENE AVE,LARCENY FROM AUTO,O,,426,NORTHEASTERN,Moravia-Walther,-76.56192,39.33775,"(39.33775, -76.56192)",STREET,,1
06/26/2018,19:00:00,6D,1500 N MADEIRA ST,LARCENY FROM AUTO,O,,331,EASTERN,Broadway East,-76.58651,39.30819,"(39.30819, -76.58651)",STREET,,1
06/26/2018,19:00:00,6G,0 S GREENE ST,LARCENY,,,121,CENTRAL,University Of Maryland,-76.62367,39.28829,"(39.28829, -76.62367)",,,1
06/26/2018,19:00:00,7A,ST & N MARTIN LUTHER KING JR BL,AUTO THEFT,O,,132,CENTRAL,Upton,-76.6235,39.29911,"(39.29911, -76.6235)",STREET,,1
06/26/2018,18:45:00,4F,600 N ROSEDALE ST,ASSAULT BY THREAT,I,,814,SOUTHWESTERN,Franklintown Road,-76.66862,39.29456,"(39.29456, -76.66862)",ROW/TOWNHO,,1
06/26/2018,18:40:00,4F,100 S MORLEY ST,ASSAULT BY THREAT,I,,842,SOUTHWESTERN,Saint Josephs,-76.67673,39.28429,"(39.28429, -76.67673)",ROW/TOWNHO,,1
06/26/2018,18:30:00,6D,3300 ELMLEY AVE,LARCENY FROM AUTO,O,,434,NORTHEASTERN,Belair-Edison,-76.57697,39.31701,"(39.31701, -76.57697)",STREET,,1
06/26/2018,18:30:00,6D,1200 GOUGH ST,LARCENY FROM AUTO,O,,211,SOUTHEASTERN,Little Italy,-76.59995,39.28729,"(39.28729, -76.59995)",STREET,,1
06/26/2018,18:30:00,7A,800 VENABLE AVE,AUTO THEFT,O,,543,NORTHERN,Waverly,-76.6044,39.32914,"(39.32914, -76.6044)",STREET,,1
06/26/2018,18:10:00,4E,400 S PARRISH ST,COMMON ASSAULT,O,,935,SOUTHERN,New Southwest/Mount Clare,-76.64131,39.2828,"(39.2828, -76.64131)",STREET,,1
06/26/2018,18:10:00,4E,5200 BOWLEYS LN,COMMON ASSAULT,I,,443,NORTHEASTERN,Frankford,-76.55264,39.32133,"(39.32133, -76.55264)",APT/CONDO,,1
06/26/2018,18:05:00,4B,1500 PRESSER CT,AGG. ASSAULT,O,KNIFE,742,WESTERN,Sandtown-Winchester,-76.64362,39.30549,"(39.30549, -76.64362)",STREET,,1
06/26/2018,18:00:00,6D,1900 RIDGEHILL AVE,LARCENY FROM AUTO,,,731,WESTERN,Mondawmin,-76.64944,39.31133,"(39.31133, -76.64944)",,,1
06/26/2018,18:00:00,6E,RD & STOKES DR,LARCENY,O,,821,SOUTHWESTERN,Edmondson Village,-76.68246,39.30113,"(39.30113, -76.68246)",PARKING LO,,1
06/26/2018,17:50:00,5A,700 DRUID PARK LAKE DR,BURGLARY,,,133,CENTRAL,Reservoir Hill,-76.63162,39.31665,"(39.31665, -76.63162)",,,1
06/26/2018,17:50:00,6C,0 MARKET PL,LARCENY,,,111,CENTRAL,Downtown,-76.60665,39.2883,"(39.2883, -76.60665)",,,1
06/26/2018,17:20:00,4E,MONUMENT ST & N PORT ST,COMMON ASSAULT,O,,323,EASTERN,Milton-Montford,-76.583,39.29881,"(39.29881, -76.583)",STREET,,1
06/26/2018,17:00:00,4C,EAGER ST & N CAROLINE ST,AGG. ASSAULT,,OTHER,313,EASTERN,Gay Street,-76.59782,39.30173,"(39.30173, -76.59782)",,,1
06/26/2018,17:00:00,6D,LANVALE ST & EUTAW PL,LARCENY FROM AUTO,O,,132,CENTRAL,Madison Park,-76.62616,39.30378,"(39.30378, -76.62616)",STREET,,1
06/26/2018,16:50:00,6G,2300 E NORTHERN PKWY,LARCENY,I,,423,NORTHEASTERN,Hamilton Hills,-76.56642,39.36804,"(39.36804, -76.56642)",LAUNDRY/CL,,1
06/26/2018,16:30:00,6D,300 S BROADWAY,LARCENY FROM AUTO,O,,213,SOUTHEASTERN,Fells Point,-76.59362,39.28739,"(39.28739, -76.59362)",STREET,,1
06/26/2018,16:00:00,5A,3700 SAINT VICTOR ST,BURGLARY,I,,913,SOUTHERN,Brooklyn,-76.5973,39.23307,"(39.23307, -76.5973)",ROW/TOWNHO,,1
06/26/2018,16:00:00,5A,200 GOODWOOD GARDEN,BURGLARY,,,541,NORTHERN,Roland Park,-76.63763,39.34731,"(39.34731, -76.63763)",,,1
06/26/2018,15:35:00,6J,200 N ELLWOOD AVE,LARCENY,I,,224,SOUTHEASTERN,Ellwood Park/Monument,-76.57354,39.29494,"(39.29494, -76.57354)",ROW/TOWNHO,,1
06/26/2018,15:30:00,6E,3400 WOODBINE AVE,LARCENY,O,,622,NORTHWESTERN,Howard Park,-76.69695,39.33004,"(39.33004, -76.69695)",STREET,,1
06/26/2018,15:10:00,6B,3000 E FAIRMOUNT AVE,LARCENY,O,,222,SOUTHEASTERN,Patterson Park Neighborho,-76.57479,39.29342,"(39.29342, -76.57479)",STREET,,1
06/26/2018,15:09:00,4B,1800 N MONTFORD AVE,AGG. ASSAULT,I,KNIFE,331,EASTERN,Broadway East,-76.58447,39.31157,"(39.31157, -76.58447)",ROW/TOWNHO,,1
06/26/2018,15:00:00,4E,4000 LIBERTY HEIGHTS AVE,COMMON ASSAULT,,,621,NORTHWESTERN,Central Forest Park,-76.68581,39.32832,"(39.32832, -76.68581)",,,1
06/26/2018,15:00:00,5A,3700 BROOKLYN AVE,BURGLARY,I,,913,SOUTHERN,Brooklyn,-76.60004,39.23454,"(39.23454, -76.60004)",ROW/TOWNHO,,1
06/26/2018,15:00:00,5D,500 ANNABEL AVE,BURGLARY,O,,913,SOUTHERN,Brooklyn,-76.60214,39.23746,"(39.23746, -76.60214)",YARD,,1
06/26/2018,15:00:00,6D,1200 RIVERSIDE AVE,LARCENY FROM AUTO,O,,943,SOUTHERN,Riverside,-76.60862,39.27486,"(39.27486, -76.60862)",STREET,,1
06/26/2018,14:58:00,4E,2300 E MONUMENT ST,COMMON ASSAULT,I,,323,EASTERN,Milton-Montford,-76.58418,39.29879,"(39.29879, -76.58418)",CONVENIENC,,1
06/26/2018,14:30:00,6G,0 N CHARLES ST,LARCENY,,,111,CENTRAL,Downtown,-76.61518,39.28959,"(39.28959, -76.61518)",,,1
06/26/2018,14:00:00,4B,900 S CATON AVE,AGG. ASSAULT,O,KNIFE,832,SOUTHWESTERN,Violetville,-76.67137,39.27355,"(39.27355, -76.67137)",STREET,,1
06/26/2018,13:30:00,5D,3800 GREENMOUNT AVE,BURGLARY,O,,542,NORTHERN,Guilford,-76.60953,39.33546,"(39.33546, -76.60953)",SHED/GARAG,,1
06/26/2018,13:30:00,7A,800 CHAUNCEY AVE,AUTO THEFT,,,133,CENTRAL,Reservoir Hill,-76.63536,39.31516,"(39.31516, -76.63536)",,,1
06/26/2018,12:50:00,5A,100 E LAFAYETTE AVE,BURGLARY,,,141,CENTRAL,Charles North,-76.61437,39.30985,"(39.30985, -76.61437)",,,1
06/26/2018,12:45:00,5A,5700 THE ALAMEDA,BURGLARY,I,,414,NORTHERN,Ramblewood,-76.594,39.36231,"(39.36231, -76.594)",ROW/TOWNHO,,1
06/26/2018,12:40:00,4A,BL & LIBERTY HEIGHTS AV,AGG. ASSAULT,O,FIREARM,621,NORTHWESTERN,Forest Park,-76.68251,39.32739,"(39.32739, -76.68251)",STREET,,1
06/26/2018,11:26:00,3B,AV & W 37TH ST,ROBBERY - STREET,O,,531,NORTHERN,Hampden,-76.63278,39.33274,"(39.33274, -76.63278)",STREET,,1
06/26/2018,11:11:00,4E,300 PARK AVE,COMMON ASSAULT,I,,111,CENTRAL,Downtown,-76.61816,39.29309,"(39.29309, -76.61816)",APT/CONDO,,1
06/26/2018,10:45:00,3CK,100 W 21ST ST,ROBBERY - COMMERCIAL,I,KNIFE,514,NORTHERN,Charles North,-76.61815,39.3132,"(39.3132, -76.61815)",GROCERY/CO,,1
06/26/2018,10:19:00,6C,1400 E FAYETTE ST,LARCENY,I,,212,SOUTHEASTERN,Washington Hill,-76.59804,39.29296,"(39.29296, -76.59804)",GROCERY/CO,,1
06/26/2018,9:15:00,6J,100 S GILMOR ST,LARCENY,O,,933,SOUTHERN,Union Square,-76.64227,39.28593,"(39.28593, -76.64227)",YARD,,1
06/26/2018,9:00:00,5A,3600 LUCILLE AVE,BURGLARY,I,,614,NORTHWESTERN,Central Park Heights,-76.67436,39.34232,"(39.34232, -76.67436)",ROW/TOWNHO,,1
06/26/2018,8:20:00,4C,1700 NORMAL AVE,AGG. ASSAULT,O,OTHER,342,EASTERN,Darley Park,-76.59373,39.31554,"(39.31554, -76.59373)",ALLEY,,1
06/26/2018,8:00:00,6D,LIBERTY ST & W SARATOGA ST,LARCENY FROM AUTO,,,111,CENTRAL,Downtown,-76.61647,39.293,"(39.293, -76.61647)",,,1
06/26/2018,8:00:00,7A,3600 FALLS RD,AUTO THEFT,,,531,NORTHERN,Hampden,-76.63514,39.33151,"(39.33151, -76.63514)",,,1
06/26/2018,8:00:00,7A,400 FONTHILL AVE,AUTO THEFT,O,,832,SOUTHWESTERN,Gwynns Falls,-76.66349,39.27871,"(39.27871, -76.66349)",OTHER - OU,,1
06/26/2018,7:30:00,5A,100 STONECROFT RD,BURGLARY,I,,823,SOUTHWESTERN,Westgate,-76.70833,39.28116,"(39.28116, -76.70833)",ROW/TOWNHO,,1
