Date,Time,Address,Crime,Inside/Outside,Weapon,PostCode,District,Neighborhood,Longitude,Latitude,Location,Premise
interval+date,interval+minute,nominal,ordinal,nominal,nominal,nominal,nominal,nominal,ratio,ratio,vector2,nominal
43286,1253,5400 RADECKE AVE,7,I,,444,NORTHEASTERN,Frankford,-76.54154,39.32919,"(39.32919, -76.54154)",CONVENIENC
43286,1208,300 S FRANKLINTOWN RD,5,,,842,SOUTHWESTERN,Shipley Hill,-76.65751,39.28332,"(39.28332, -76.65751)",
43286,1208,2400 BELAIR RD,8,,,434,NORTHEASTERN,Belair-Edison,-76.57819,39.31766,"(39.31766, -76.57819)",
43286,1200,4200 AUDREY AVE,0,,OTHER,913,SOUTHERN,Brooklyn,-76.60534,39.22954,"(39.22954, -76.60534)",
43286,1200,5900 OAKLEAF AVE,2,I,,631,NORTHWESTERN,Reisterstown Station,-76.69796,39.34953,"(39.34953, -76.69796)",CAR  REPAI
43286,1200,2800 CHESLEY AVE,8,O,,424,NORTHEASTERN,North Harford Road,-76.55282,39.36694,"(39.36694, -76.55282)",STREET
43286,1200,1200 WASHINGTON BLVD,7,O,,932,SOUTHERN,Washington Village/Pigtow,-76.63432,39.28153,"(39.28153, -76.63432)",STREET
43286,1200,1600 N PAYSON ST,3,O,,741,WESTERN,Easterwood,-76.64976,39.30676,"(39.30676, -76.64976)",STREET
43286,1187,2000 N BROADWAY,7,I,,342,EASTERN,South Clifton Park,-76.59604,39.31328,"(39.31328, -76.59604)",RETAIL/SMA
43286,1185,3000 MAYFIELD AVE,7,O,,432,NORTHEASTERN,Belair-Edison,-76.57102,39.32114,"(39.32114, -76.57102)",STREET
43286,1170,600 E PRATT ST,7,I,,112,CENTRAL,Inner Harbor,-76.60781,39.28676,"(39.28676, -76.60781)",RETAIL/SMA
43286,1170,3900 GLEN HUNT RD,7,,,844,SOUTHWESTERN,Edmondson Village,-76.68275,39.29999,"(39.29999, -76.68275)",
43286,1169,2000 E 31ST ST,5,I,,411,NORTHEASTERN,Coldstream Homestead Mont,-76.58722,39.32632,"(39.32632, -76.58722)",ROW/TOWNHO
43286,1162,200 DIENER PL,7,I,,843,SOUTHWESTERN,Irvington,-76.68804,39.28303,"(39.28303, -76.68804)",APT/CONDO
43286,1125,1700 BANK ST,5,I,,212,SOUTHEASTERN,Upper Fells Point,-76.59201,39.2867,"(39.2867, -76.59201)",ROW/TOWNHO
43286,1110,3400 E MONUMENT ST,8,I,,333,EASTERN,Orangeville Industrial Ar,-76.56945,39.29951,"(39.29951, -76.56945)",PAWN SHOP
43286,1076,2800 SAINT PAUL ST,2,I,,512,NORTHERN,Charles Village,-76.61571,39.32219,"(39.32219, -76.61571)",GARAGE ON
43286,1055,1400 BLOOMFIELD AVE,5,I,,832,SOUTHWESTERN,Violetville,-76.66657,39.26157,"(39.26157, -76.66657)",HOSP/NURS.
43286,1050,2300 E FAIRMOUNT AVE,8,O,,221,SOUTHEASTERN,Patterson Place,-76.58427,39.29305,"(39.29305, -76.58427)",STREET
43286,1020,200 W MULBERRY ST,2,I,,111,CENTRAL,Downtown,-76.61864,39.29397,"(39.29397, -76.61864)",APT/CONDO
43286,1020,5900 HARFORD RD,7,I,,423,NORTHEASTERN,Hamilton Hills,-76.55826,39.35603,"(39.35603, -76.55826)",GARAGE ON
43286,1020,3700 BONVIEW AVE,7,O,,432,NORTHEASTERN,Belair-Edison,-76.56637,39.3146,"(39.3146, -76.56637)",YARD
43286,993,AV & N ARLINGTON AV,13,O,FIREARM,713,WESTERN,Harlem Park,-76.63566,39.29554,"(39.29554, -76.63566)",STREET
43286,975,1200 DARLEY AVE,11,I,FIREARM,342,EASTERN,East Baltimore Midway,-76.59811,39.31569,"(39.31569, -76.59811)",RETAIL/SMA
43286,936,1100 BARCLAY ST,7,O,,311,EASTERN,Johnston Square,-76.6104,39.30265,"(39.30265, -76.6104)",STREET
43286,930,3100 ERDMAN AVE,7,,,432,NORTHEASTERN,Belair-Edison,-76.5725,39.32095,"(39.32095, -76.5725)",
43286,928,5200 PARK HEIGHTS AVE,7,I,,633,NORTHWESTERN,Arlington,-76.67717,39.34941,"(39.34941, -76.67717)",OTHER - IN
43286,905,0 S BEECHFIELD AVE,11,O,FIREARM,822,SOUTHWESTERN,Irvington,-76.69321,39.28353,"(39.28353, -76.69321)",PARKING LO
43286,900,1800 ORLEANS ST,0,I,OTHER,321,EASTERN,Dunbar-Broadway,-76.59129,39.29529,"(39.29529, -76.59129)",ROW/TOWNHO
43286,900,PAUL PL & E SARATOGA ST,7,O,,111,CENTRAL,Downtown,-76.61401,39.29233,"(39.29233, -76.61401)",STREET
43286,900,4600 LASALLE AVE,3,O,,444,NORTHEASTERN,Frankford,-76.54604,39.33495,"(39.33495, -76.54604)",STREET
43286,860,500 LYNDHURST ST,14,,FIREARM,843,SOUTHWESTERN,Allendale,-76.6806,39.29266,"(39.29266, -76.6806)",Vehicle
43286,880,3200 E BALTIMORE ST,13,,,222,SOUTHEASTERN,Patterson Park Neighborho,-76.57151,39.29238,"(39.29238, -76.57151)",
43286,880,800 N PORT ST,5,I,,323,EASTERN,Milton-Montford,-76.58315,39.30045,"(39.30045, -76.58315)",ROW/TOWNHO
43286,870,3100 FLEET ST,7,I,,232,SOUTHEASTERN,Canton,-76.57246,39.28536,"(39.28536, -76.57246)",ROW/TOWNHO
43286,860,AV & N LOUDON AV,0,O,FIREARM,844,SOUTHWESTERN,Edmondson Village,-76.68263,39.29383,"(39.29383, -76.68263)",STREET
43286,858,300 BRIDGEVIEW RD,8,,,922,SOUTHERN,Cherry Hill,-76.61872,39.25096,"(39.25096, -76.61872)",
43286,850,700 E 25TH ST,11,,FIREARM,411,NORTHEASTERN,Coldstream Homestead Mont,-76.60297,39.31838,"(39.31838, -76.60297)",
43286,848,HOWARD ST & N MARTIN LUTHER KING JR BL,5,O,,141,CENTRAL,Madison Park,-76.62031,39.30175,"(39.30175, -76.62031)",PARKING LO
43286,840,900 BENNETT PL,2,I,,713,WESTERN,Harlem Park,-76.63316,39.29496,"(39.29496, -76.63316)",ROW/TOWNHO
43286,840,100 S KOSSUTH ST,3,O,,842,SOUTHWESTERN,Saint Josephs,-76.67684,39.28524,"(39.28524, -76.67684)",STREET
43286,810,3500 BOSTON ST,7,I,,233,SOUTHEASTERN,Canton Industrial Area,-76.56694,39.27705,"(39.27705, -76.56694)",SHOPPING M
43286,780,2000 E NORTH AVE,5,,,331,EASTERN,South Clifton Park,-76.58925,39.31242,"(39.31242, -76.58925)",
43286,780,600 W 33RD ST,7,O,,531,NORTHERN,Wyman Park,-76.62672,39.32713,"(39.32713, -76.62672)",STREET
43286,743,4400 PEN LUCY RD,8,O,,822,SOUTHWESTERN,Uplands,-76.69073,39.28814,"(39.28814, -76.69073)",STREET
43286,737,1800 ORLEANS ST,5,I,,321,EASTERN,Dunbar-Broadway,-76.59129,39.29529,"(39.29529, -76.59129)",HOSP/NURS.
43286,735,1800 ORLEANS ST,5,,,321,EASTERN,Dunbar-Broadway,-76.59129,39.29529,"(39.29529, -76.59129)",
43286,720,5000 GOODNOW RD,8,O,,443,NORTHEASTERN,Frankford,-76.54476,39.32644,"(39.32644, -76.54476)",PARKING LO
43286,720,100 W MONTGOMERY ST,8,,,941,SOUTHERN,Otterbein,-76.61654,39.28,"(39.28, -76.61654)",
43286,710,0 S CALVERT ST,7,,,112,CENTRAL,Inner Harbor,-76.61198,39.28637,"(39.28637, -76.61198)",
43286,709,200 N LIBERTY ST,13,,,111,CENTRAL,Downtown,-76.61669,39.29253,"(39.29253, -76.61669)",
43286,680,3300 BARRINGTON RD,2,I,,643,NORTHWESTERN,Ashburton,-76.6699,39.32816,"(39.32816, -76.6699)",ROW/TOWNHO
43286,674,700 E LOMBARD ST,5,,,111,CENTRAL,Downtown,-76.60656,39.28792,"(39.28792, -76.60656)",
43286,660,1700 WILKENS AVE,8,,,935,SOUTHERN,New Southwest/Mount Clare,-76.64412,39.28282,"(39.28282, -76.64412)",
43286,660,N GREENE ST,7,I,,121,CENTRAL,University Of Maryland,-76.62372,39.28952,"(39.28952, -76.62372)",HOSP/NURS.
43286,648,400 E OLIVER ST,8,,,311,EASTERN,Greenmount West,-76.61053,39.30687,"(39.30687, -76.61053)",
43286,645,3000 E MONUMENT ST,2,I,,224,EASTERN,Ellwood Park/Monument,-76.5748,39.29911,"(39.29911, -76.5748)",ROW/TOWNHO
43286,643,LANVALE ST & N BROADWAY,13,O,FIREARM,343,EASTERN,Oliver,-76.5951,39.30959,"(39.30959, -76.5951)",STREET
43286,630,1100 WASHINGTON BLVD,2,,,932,SOUTHERN,Washington Village/Pigtow,-76.63267,39.28282,"(39.28282, -76.63267)",
43286,630,3600 W GARRISON AVE,3,O,,613,NORTHWESTERN,Central Park Heights,-76.67764,39.34484,"(39.34484, -76.67764)",STREET
43286,605,2100 GREENMOUNT AVE,2,I,,341,EASTERN,Barclay,-76.60953,39.31404,"(39.31404, -76.60953)",RETAIL/SMA
43286,600,4700 W FOREST PARK AVE,2,I,,641,NORTHWESTERN,West Forest Park,-76.69746,39.32115,"(39.32115, -76.69746)",ROW/TOWNHO
43286,590,1900 BLOOMINGDALE RD,3,I,,811,SOUTHWESTERN,Walbrook,-76.67125,39.3091,"(39.3091, -76.67125)",ROW/TOWNHO
43286,580,400 W LEXINGTON ST,7,,,111,CENTRAL,Downtown,-76.6101,39.29131,"(39.29131, -76.6101)",
43286,579,2200 W NORTH AVE,5,I,,723,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65315,39.30951,"(39.30951, -76.65315)",OTHER - IN
43286,558,1200 JAMES ST,7,O,,932,SOUTHERN,Washington Village/Pigtow,-76.63571,39.28186,"(39.28186, -76.63571)",PORCH/DECK
43286,550,2500 HOLLINS ST,7,O,,842,SOUTHWESTERN,Shipley Hill,-76.65802,39.2867,"(39.2867, -76.65802)",PARKING LO
43286,540,200 MCMECHEN ST,11,,OTHER,132,CENTRAL,Bolton Hill,-76.62767,39.30731,"(39.30731, -76.62767)",
43286,540,1600 W PRATT ST,2,I,,935,SOUTHERN,New Southwest/Mount Clare,-76.64304,39.28531,"(39.28531, -76.64304)",ROW/TOWNHO
43286,539,4200 KESWICK RD,7,,,541,NORTHERN,Roland Park,-76.62993,39.34212,"(39.34212, -76.62993)",
43286,495,0 S ATHOL AVE,8,O,,822,SOUTHWESTERN,Irvington,-76.68872,39.28442,"(39.28442, -76.68872)",PARKING LO
43286,480,400 CATHEDRAL ST,5,,,111,CENTRAL,Downtown,-76.61688,39.29457,"(39.29457, -76.61688)",
43286,480,5900 WESTERN RUN DR,2,I,,632,NORTHWESTERN,Cheswolde,-76.68063,39.36226,"(39.36226, -76.68063)",APT/CONDO
43286,480,ST & S KENWOOD AV,8,O,,232,SOUTHEASTERN,Canton,-76.57685,39.28028,"(39.28028, -76.57685)",STREET
43286,429,400 W MULBERRY ST,5,,,111,CENTRAL,Downtown,-76.62206,39.29381,"(39.29381, -76.62206)",
43286,420,5700 EDGEPARK RD,5,I,,415,NORTHEASTERN,Loch Raven,-76.57596,39.35808,"(39.35808, -76.57596)",ROW/TOWNHO
43286,360,1000 REVERDY RD,5,I,,523,NORTHERN,Chinquapin Park,-76.60058,39.36236,"(39.36236, -76.60058)",ROW/TOWNHO
43286,360,3400 E FAIRMOUNT AVE,7,,,223,SOUTHEASTERN,Baltimore Highlands,-76.56886,39.29365,"(39.29365, -76.56886)",
43286,330,1300 WESTERN AVE,7,O,,941,SOUTHERN,Carroll - Camden Industri,-76.64225,39.27107,"(39.27107, -76.64225)",PARKING LO
43286,240,1200 N WOODINGTON RD,2,I,,844,SOUTHWESTERN,Edmondson Village,-76.68703,39.30139,"(39.30139, -76.68703)",APT/CONDO
43286,190,500 DENISON ST,6,,FIREARM,843,SOUTHWESTERN,Lower Edmondson Village,-76.6741,39.29288,"(39.29288, -76.6741)",Street
43286,210,2500 PENNSYLVANIA AVE,0,O,KNIFE,733,WESTERN,Penn North,-76.64275,39.31022,"(39.31022, -76.64275)",PARKING LO
43286,205,2000 FLEET ST,11,,FIREARM,213,SOUTHEASTERN,Fells Point,-76.58741,39.28483,"(39.28483, -76.58741)",
43286,205,2000 FLEET ST,11,I,FIREARM,213,SOUTHEASTERN,Fells Point,-76.58741,39.28483,"(39.28483, -76.58741)",CONVENIENC
43286,180,5900 BURGESS AVE,8,,,425,NORTHEASTERN,Glenham-Belhar,-76.55403,39.3537,"(39.3537, -76.55403)",
43286,140,300 SAINT PAUL ST,0,O,KNIFE,111,CENTRAL,Downtown,-76.6135,39.29254,"(39.29254, -76.6135)",STREET
43286,135,600 UMBRA ST,13,O,,242,SOUTHEASTERN,Greektown,-76.55022,39.2858,"(39.2858, -76.55022)",ALLEY
43286,134,3600 ESTHER PL,5,I,,223,SOUTHEASTERN,Baltimore Highlands,-76.56739,39.29437,"(39.29437, -76.56739)",ROW/TOWNHO
43286,110,4900 PILGRIM RD,8,,,421,NORTHEASTERN,Lauraville,-76.57369,39.3501,"(39.3501, -76.57369)",
43286,107,1100 E 20TH ST,5,I,,342,EASTERN,East Baltimore Midway,-76.60373,39.31275,"(39.31275, -76.60373)",ROW/TOWNHO
43286,90,3300 ANNAPOLIS RD,7,I,,922,SOUTHERN,Cherry Hill,-76.63955,39.24959,"(39.24959, -76.63955)",OTHER - IN
43286,75,2800 EDMONDSON AVE,0,O,FIREARM,842,WESTERN,Penrose/Fayette Street Ou,-76.66356,39.29443,"(39.29443, -76.66356)",GAS STATIO
43286,38,1900 W NORTH AV,6,,KNIFE,731,WESTERN,Mondawmin,-76.64917,39.30981,"(39.30981, -76.64917)",Street
43286,44,200 E PRESTON ST,5,,,141,CENTRAL,Mid-Town Belvedere,-76.6129,39.3046,"(39.3046, -76.6129)",
43286,0,4300 VALLEY VIEW AVE,8,,,443,NORTHEASTERN,Frankford,-76.55499,39334,"(39.334, -76.55499)",
43286,0,2900 KIRK AVE,3,O,,411,NORTHEASTERN,Coldstream Homestead Mont,-76.59486,39.32526,"(39.32526, -76.59486)",STREET
43285,1427,2500 N HOWARD ST,11,O,FIREARM,511,NORTHERN,Remington,-76.61976,39.31781,"(39.31781, -76.61976)",GAS STATIO
43285,1402,3800 KIMBLE RD,0,I,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,-76.60104,39.33465,"(39.33465, -76.60104)",ROW/TOWNHO
43285,1400,3400 JUNEWAY,7,O,,432,NORTHEASTERN,Belair-Edison,-76.56926,39.31798,"(39.31798, -76.56926)",STREET
43285,1380,200 W READ ST,13,,,141,CENTRAL,Mid-Town Belvedere,-76.61867,39.30034,"(39.30034, -76.61867)",
43285,1380,1100 BETHLEHEM AVE,8,,,243,SOUTHEASTERN,Graceland Park,-76.53323,39.28189,"(39.28189, -76.53323)",
43285,1380,JEFFREY ST & 10TH ST,8,O,,913,SOUTHERN,Brooklyn,-76.59731,39.23137,"(39.23137, -76.59731)",STREET
43285,1380,1500 E 33RD ST,8,O,,411,NORTHEASTERN,Coldstream Homestead Mont,-76.59477,39.32828,"(39.32828, -76.59477)",STREET
43285,1380,3500 MENLO DR,7,O,,632,NORTHWESTERN,Glen,-76.68835,39.35758,"(39.35758, -76.68835)",DRIVEWAY
43285,1378,3300 CLIFTMONT AVE,2,I,,434,NORTHEASTERN,Belair-Edison,-76.5719,39.31845,"(39.31845, -76.5719)",ROW/TOWNHO
43285,1366,1300 CROFTON RD,2,I,,413,NORTHEASTERN,New Northwood,-76.59476,39.34683,"(39.34683, -76.59476)",ROW/TOWNHO
43285,1350,1700 EASTERN AVE,8,O,,213,SOUTHEASTERN,Fells Point,-76.59334,39.28561,"(39.28561, -76.59334)",STREET
43285,1320,3100 WOODLAND AVE,13,O,FIREARM,614,NORTHWESTERN,Central Park Heights,-76.67042,39.34574,"(39.34574, -76.67042)",STREET
43285,1320,5400 CLOVER RD,5,O,,633,NORTHWESTERN,Pimlico Good Neighbors,-76.68066,39.35103,"(39.35103, -76.68066)",STREET
43285,1320,200 E 25TH ST,7,O,,512,NORTHERN,Charles Village,-76.61418,39.31798,"(39.31798, -76.61418)",STREET
43285,1320,600 ALLENDALE ST,3,O,,844,SOUTHWESTERN,Edgewood,-76.67845,39.29446,"(39.29446, -76.67845)",STREET
43285,1320,1800 N BETHEL ST,1,O,FIRE,343,EASTERN,Oliver,-76.59626,39.31095,"(39.31095, -76.59626)",STREET
43285,1300,1500 CARSWELL ST,5,I,,411,NORTHEASTERN,Coldstream Homestead Mont,-76.59639,39.32317,"(39.32317, -76.59639)",APT/CONDO
43285,1270,3200 WASHINGTON BLVD,7,,,831,SOUTHWESTERN,Morrell Park,-76.66371,39.25759,"(39.25759, -76.66371)",
43285,1265,600 S ANN ST,5,I,,213,SOUTHEASTERN,Fells Point,-76.59128,39.28447,"(39.28447, -76.59128)",ROW/TOWNHO
43285,1263,2800 W NORTH AVE,2,,,811,SOUTHWESTERN,Walbrook,-76.66493,39.30923,"(39.30923, -76.66493)",
43285,1260,2800 POTEE ST,3,O,,922,SOUTHERN,Cherry Hill,-76.61783,39.2531,"(39.2531, -76.61783)",PARKING LO
43285,1230,600 OLDHAM ST,8,O,,242,SOUTHEASTERN,Greektown,-76.55574,39.28575,"(39.28575, -76.55574)",STREET
43285,1220,600 E CHASE ST,2,I,,311,EASTERN,Johnston Square,-76.60806,39.30267,"(39.30267, -76.60806)",ROW/TOWNHO
43285,1215,400 FURROW ST,5,I,,841,SOUTHWESTERN,Carrollton Ridge,-76.65186,39.28216,"(39.28216, -76.65186)",ROW/TOWNHO
43285,1205,700 W 40TH ST,8,I,,531,NORTHERN,Hampden,-76.62875,39.33717,"(39.33717, -76.62875)",PARKING LO
43285,1200,6100 FORTVIEW WAY,2,I,,243,SOUTHEASTERN,O'Donnell Heights,-76.54258,39.27771,"(39.27771, -76.54258)",ROW/TOWNHO
43285,1200,2000 BELAIR RD,8,,,431,NORTHEASTERN,Clifton Park,-76.58198,39.31442,"(39.31442, -76.58198)",
43285,1190,200 LAMBETH RD,13,O,FIREARM,542,NORTHERN,Guilford,-76.61176,39.33995,"(39.33995, -76.61176)",STREET
43285,1185,3400 NOBLE ST,5,,,223,SOUTHEASTERN,Baltimore Highlands,-76.56874,39.2931,"(39.2931, -76.56874)",
43285,1185,400 N BOULDIN ST,5,,,224,SOUTHEASTERN,Ellwood Park/Monument,-76.57136,39.29628,"(39.29628, -76.57136)",
43285,1180,2000 W PATAPSCO AVE,0,O,OTHER,923,SOUTHERN,Lakeland,-76.6427,39.25045,"(39.25045, -76.6427)",STREET
43285,1180,2000 W PATAPSCO AVE,0,O,OTHER,923,SOUTHERN,Lakeland,-76.6427,39.25045,"(39.25045, -76.6427)",STREET
43285,1145,0 LIGHT ST,5,O,,112,SOUTHERN,Federal Hill,-76.61272,39.28055,"(39.28055, -76.61272)",STREET
43285,1140,1000 S BELNORD AVE,8,O,,232,SOUTHEASTERN,Canton,-76.57736,39.28104,"(39.28104, -76.57736)",STREET
43285,1125,700 DRUID PARK LAKE DR,7,I,,133,CENTRAL,Reservoir Hill,-76.63162,39.31665,"(39.31665, -76.63162)",LAUNDRY/CL
43285,1110,3800 CLIFTON AVE,0,O,FIREARM,812,SOUTHWESTERN,Fairmont,-76.68275,39.31113,"(39.31113, -76.68275)",STREET
43285,1110,3800 CLIFTON AVE,0,O,FIREARM,812,SOUTHWESTERN,Fairmont,-76.68275,39.31113,"(39.31113, -76.68275)",STREET
43285,1110,3800 CLIFTON AVE,0,O,FIREARM,812,SOUTHWESTERN,Fairmont,-76.68275,39.31113,"(39.31113, -76.68275)",STREET
43285,1110,3800 CLIFTON AVE,0,O,FIREARM,812,SOUTHWESTERN,Fairmont,-76.68275,39.31113,"(39.31113, -76.68275)",STREET
43285,1110,3800 CLIFTON AVE,0,O,FIREARM,812,SOUTHWESTERN,Fairmont,-76.68275,39.31113,"(39.31113, -76.68275)",STREET
43285,1110,3800 CLIFTON AVE,0,O,FIREARM,812,SOUTHWESTERN,Fairmont,-76.68275,39.31113,"(39.31113, -76.68275)",STREET
43285,1100,500 S CATHERINE ST,5,,,841,SOUTHWESTERN,Millhill,-76.65414,39.28081,"(39.28081, -76.65414)",
43285,1080,1400 N PATTERSON PARK AVE,5,I,,331,EASTERN,Broadway East,-76.58562,39.30743,"(39.30743, -76.58562)",ROW/TOWNHO
43285,1080,3000 ARUNAH AVE,7,O,,814,SOUTHWESTERN,Franklintown Road,-76.66708,39.29508,"(39.29508, -76.66708)",PORCH/DECK
43285,1080,700 BELGIAN AVE,3,O,,542,NORTHERN,Pen Lucy,-76.60572,39.34033,"(39.34033, -76.60572)",STREET
43285,1070,2700 BEECHLAND AVE,8,O,,423,NORTHEASTERN,Hamilton Hills,-76.56338,39.35915,"(39.35915, -76.56338)",STREET
43285,1064,1000 WICKLOW RD,13,O,,822,SOUTHWESTERN,Rognel Heights,-76.68968,39.29719,"(39.29719, -76.68968)",STREET
43285,1050,900 N CHARLES ST,7,I,,142,CENTRAL,Mount Vernon,-76.61589,39.30063,"(39.30063, -76.61589)",DRUG STORE
43285,1050,1400 MONTPELIER ST,3,O,,411,NORTHEASTERN,Coldstream Homestead Mont,-76.59857,39.32194,"(39.32194, -76.59857)",STREET
43285,1049,2000 JUBILEE CT,5,I,,423,NORTHEASTERN,Hamilton Hills,-76.57216,39.36742,"(39.36742, -76.57216)",ROW/TOWNHO
43285,1045,PAYSON ST & WILKENS AV,0,I,HANDS,934,SOUTHERN,Carrollton Ridge,-76.64781,39.28172,"(39.28172, -76.64781)",ROW/TOWNHO
43285,1035,MADISON ST & N PACA ST,0,O,KNIFE,143,CENTRAL,Seton Hill,-76.62187,39.29837,"(39.29837, -76.62187)",STREET
43285,1031,AV & EDMONDSON AV,5,O,,721,WESTERN,Rosemont Homeowners/Tenan,-76.65787,39.29467,"(39.29467, -76.65787)",STREET
43285,1020,FOREST PARK AV & DENISON ST,7,O,,642,NORTHWESTERN,Forest Park,-76.67359,39.32368,"(39.32368, -76.67359)",STREET
43285,1020,500 E COLD SPRING LN,7,O,,524,NORTHERN,Wrenlane,-76.60798,39.34611,"(39.34611, -76.60798)",YARD
43285,960,0 N WOLFE ST,2,I,,212,SOUTHEASTERN,Washington Hill,-76.59053,39.29223,"(39.29223, -76.59053)",ROW/TOWNHO
43056,97,,2,I,,533,NORTHERN,,,,,ROW/TOWNHO
43285,960,7000 MCCLEAN BLVD,2,I,,423,NORTHEASTERN,Hamilton Hills,-76.56696,39.37109,"(39.37109, -76.56696)",UNKNOWN
43285,960,2500 E MONUMENT ST,7,I,,323,EASTERN,Milton-Montford,-76.58224,39.29887,"(39.29887, -76.58224)",GROCERY/CO
43285,955,2500 W BALTIMORE ST,0,O,HANDS,842,SOUTHWESTERN,Shipley Hill,-76.65671,39.28775,"(39.28775, -76.65671)",STREET
43285,930,800 NEWINGTON AVE,8,O,,133,CENTRAL,Reservoir Hill,-76.63209,39.31365,"(39.31365, -76.63209)",STREET
43285,900,3800 DOLFIELD AVE,3,O,,643,NORTHWESTERN,Dolfield,-76.67919,39.33872,"(39.33872, -76.67919)",ALLEY
43285,840,2000 N CALVERT ST,0,I,OTHER,514,NORTHERN,Barclay,-76.61392,39.31266,"(39.31266, -76.61392)",OTHER - IN
43285,840,700 W PRATT ST,2,I,,112,CENTRAL,Inner Harbor,-76.60479,39.28684,"(39.28684, -76.60479)",ROW/TOWNHO
43285,840,3600 W BELVEDERE AVE,7,O,,613,NORTHWESTERN,Central Park Heights,-76.67966,39.34651,"(39.34651, -76.67966)",STREET
43285,840,1400 HARPER ST,7,I,,943,SOUTHERN,Locust Point,-76.58819,39.26819,"(39.26819, -76.58819)",OTHER/RESI
43285,822,3400 BELAIR RD,13,O,KNIFE,432,NORTHEASTERN,Belair-Edison,-76.57261,39.32243,"(39.32243, -76.57261)",STREET
43285,750,2200 W Cold Spring Ln,10,,,533,NORTHERN,Coldspring,-76.6523,39.34362,"(39.34362, -76.6523)",
43285,740,0 E MADISON ST,13,O,,323,EASTERN,Madison-Eastend,-76.57934,39.30002,"(39.30002, -76.57934)",STREET
43285,740,2800 FLEETWOOD AVE,0,I,FIREARM,424,NORTHEASTERN,Westfield,-76.55634,39.36365,"(39.36365, -76.55634)",UNKNOWN
43285,720,0 N ELLWOOD AVE,5,I,,222,SOUTHEASTERN,Patterson Park Neighborho,-76.5734,39.2928,"(39.2928, -76.5734)",ROW/TOWNHO
43285,699,400 E CROSS ST,13,,,943,SOUTHERN,Riverside,-76.6086,39.27739,"(39.27739, -76.6086)",
43285,682,1400 PENNSYLVANIA AVE,5,I,,123,CENTRAL,Upton,-76.63194,39.30131,"(39.30131, -76.63194)",APT/CONDO
43285,670,2800 RIGGS AVE,5,,,721,SOUTHWESTERN,Mosher,-76.66375,39.30029,"(39.30029, -76.66375)",
43285,600,5500 PLAINFIELD AVE,8,I,,444,NORTHEASTERN,Frankford,-76.54328,39.33691,"(39.33691, -76.54328)",ROW/TOWNHO
43285,600,800 S BROADWAY,3,O,,213,SOUTHEASTERN,Fells Point,-76.59352,39.28248,"(39.28248, -76.59352)",STREET
43285,585,2800 E FEDERAL ST,0,,OTHER,332,EASTERN,Berea,-76.57818,39.30911,"(39.30911, -76.57818)",
43285,540,3700 BOSTON ST,7,I,,233,SOUTHEASTERN,Canton Industrial Area,-76.56525,39.27709,"(39.27709, -76.56525)",GROCERY/CO
43285,540,2500 E BIDDLE ST,7,O,,332,EASTERN,Berea,-76.58259,39.30478,"(39.30478, -76.58259)",STREET
43285,530,2300 E FAYETTE ST,8,,,221,SOUTHEASTERN,Patterson Place,-76.58456,39.29434,"(39.29434, -76.58456)",
43285,525,2000 WILHELM ST,13,,OTHER,934,SOUTHERN,Carrollton Ridge,-76.64889,39.28363,"(39.28363, -76.64889)",
43285,525,900 N CHARLES ST,7,I,,142,CENTRAL,Mount Vernon,-76.61589,39.30063,"(39.30063, -76.61589)",DRUG STORE
43285,480,2100 EAGLE ST,2,I,,841,SOUTHWESTERN,Carrollton Ridge,-76.64911,39.28038,"(39.28038, -76.64911)",ROW/TOWNHO
43285,451,0 S ROSEDALE ST,5,,,842,SOUTHWESTERN,Carroll-South Hilton,-76.66902,39.28576,"(39.28576, -76.66902)",
43285,451,0 S ROSEDALE ST,5,,,842,SOUTHWESTERN,Carroll-South Hilton,-76.66902,39.28576,"(39.28576, -76.66902)",
43285,398,5500 YORK RD,2,I,,523,NORTHERN,Mid-Govans,-76.60987,39.35693,"(39.35693, -76.60987)",RELIGIOUS
43285,318,3700 5TH ST,6,,FIREARM,913,SOUTHERN,Brooklyn,-76.60447,39.23567,"(39.23567, -76.60447)",Street
43285,334,5200 REISTERSTOWN RD,0,,OTHER,623,NORTHWESTERN,Woodmere,-76.68562,39.34445,"(39.34445, -76.68562)",
43285,324,4700 ERDMAN AVE,11,I,FIREARM,433,NORTHEASTERN,Armistead Gardens,-76.56099,39.30815,"(39.30815, -76.56099)",CONVENIENC
43285,324,4700 ERDMAN AVE,0,I,FIREARM,433,NORTHEASTERN,Armistead Gardens,-76.56099,39.30815,"(39.30815, -76.56099)",CONVENIENC
43285,308,400 DREW ST,0,I,HANDS,241,SOUTHEASTERN,Bayview,-76.54375,39.28793,"(39.28793, -76.54375)",ROW/TOWNHO
43285,280,4000 PINEWOOD AVE,3,O,,425,NORTHEASTERN,Rosemont East,-76.53293,39.35538,"(39.35538, -76.53293)",STREET
43285,270,3500 ROLAND AVE,3,O,,531,NORTHERN,Hampden,-76.63266,39.33063,"(39.33063, -76.63266)",STREET
43285,240,BL & WABASH AV,13,,,623,NORTHWESTERN,West Arlington,-76.68311,39.3412,"(39.3412, -76.68311)",
